State,County,FOODINSEC_09_11,FOODINSEC_12_14,FOODINSEC_15_17,CH_FOODINSEC_11_14,CH_FOODINSEC_14_17,Model_answer,FOODINSEC_08_10,FOODINSEC_11_13,FOODINSEC_14_16,FOODINSEC_17_19
CO,Logan,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Mesa,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Mineral,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Moffat,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Montezuma,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Montrose,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Morgan,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Otero,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Ouray,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Park,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Phillips,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Pitkin,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Prowers,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Pueblo,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Rio Blanco,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Rio Grande,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Routt,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Saguache,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,San Juan,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,San Miguel,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Sedgwick,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Summit,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Teller,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Washington,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Weld,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CO,Yuma,13.4,13.6,9.2,0.2,-4.4,decr,13.4,13.9,10.3,10.2
CT,Fairfield,11.9,13.9,12.2,2,-1.7,decr,12.7,13.4,12.3,12.9
CT,Hartford,11.9,13.9,12.2,2,-1.7,decr,12.7,13.4,12.3,12.9
CT,Litchfield,11.9,13.9,12.2,2,-1.7,decr,12.7,13.4,12.3,12.9
CT,Middlesex,11.9,13.9,12.2,2,-1.7,decr,12.7,13.4,12.3,12.9
CT,New Haven,11.9,13.9,12.2,2,-1.7,decr,12.7,13.4,12.3,12.9
CT,New London,11.9,13.9,12.2,2,-1.7,decr,12.7,13.4,12.3,12.9
CT,Tolland,11.9,13.9,12.2,2,-1.7,decr,12.7,13.4,12.3,12.9
CT,Windham,11.9,13.9,12.2,2,-1.7,decr,12.7,13.4,12.3,12.9
DE,Kent,10.9,13.2,11.2,2.3,-2,decr,9.7,12.9,10.8,10.2
DE,New Castle,10.9,13.2,11.2,2.3,-2,decr,9.7,12.9,10.8,10.2
DE,Sussex,10.9,13.2,11.2,2.3,-2,decr,9.7,12.9,10.8,10.2
DC,District of Columbia,12.6,12.1,11.1,-0.5,-1,decr,13,13.4,11.4,10.2
FL,Alachua,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Baker,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Bay,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Bradford,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Brevard,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Broward,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Calhoun,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Charlotte,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Citrus,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Clay,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Collier,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Columbia,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,DeSoto,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Dixie,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Duval,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Escambia,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Flagler,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Franklin,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Gadsden,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Gilchrist,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Glades,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Gulf,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Hamilton,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Hardee,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Hendry,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Hernando,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Highlands,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Hillsborough,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Holmes,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Indian River,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Jackson,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Jefferson,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Lafayette,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Lake,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Lee,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Leon,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Levy,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Liberty,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Madison,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Manatee,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Marion,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Martin,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Miami-Dade,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Monroe,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Nassau,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Okaloosa,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Okeechobee,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Orange,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Osceola,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Palm Beach,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Pasco,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Pinellas,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Polk,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Putnam,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,St. Johns,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,St. Lucie,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Santa Rosa,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Sarasota,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Seminole,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Sumter,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Suwannee,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Taylor,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Union,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Volusia,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Wakulla,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Walton,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
FL,Washington,15.4,13.8,11.9,-1.6,-1.9,decr,16.1,14.1,12,10.9
GA,Appling,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Atkinson,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Bacon,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Baker,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Baldwin,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Banks,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Barrow,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Bartow,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Ben Hill,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Berrien,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Bibb,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Bleckley,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Brantley,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Brooks,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Bryan,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Bulloch,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Burke,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Butts,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Calhoun,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Camden,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Candler,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Carroll,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Catoosa,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Charlton,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Chatham,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Chattahoochee,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Chattooga,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Cherokee,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Clarke,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Clay,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Clayton,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Clinch,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Cobb,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Coffee,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Colquitt,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Columbia,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Cook,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Coweta,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Crawford,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Crisp,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Dade,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Dawson,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Decatur,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,DeKalb,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Dodge,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Dooly,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Dougherty,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Douglas,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Early,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Echols,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Effingham,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Elbert,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Emanuel,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Evans,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Fannin,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Fayette,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Floyd,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Forsyth,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Franklin,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Fulton,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Gilmer,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Glascock,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Glynn,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Gordon,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Grady,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Greene,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Gwinnett,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Habersham,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Hall,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Hancock,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Haralson,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Harris,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Hart,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Heard,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Henry,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Houston,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Irwin,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Jackson,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Jasper,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Jeff Davis,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Jefferson,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Jenkins,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Johnson,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Jones,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Lamar,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Lanier,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Laurens,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Lee,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Liberty,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Lincoln,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Long,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Lowndes,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Lumpkin,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,McDuffie,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,McIntosh,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Macon,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Madison,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Marion,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Meriwether,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Miller,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Mitchell,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Monroe,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Montgomery,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Morgan,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Murray,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Muscogee,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Newton,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Oconee,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Oglethorpe,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Paulding,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Peach,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Pickens,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Pierce,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Pike,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Polk,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Pulaski,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Putnam,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Quitman,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Rabun,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Randolph,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Richmond,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Rockdale,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Schley,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Screven,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Seminole,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Spalding,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Stephens,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Stewart,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Sumter,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Talbot,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Taliaferro,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Tattnall,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Taylor,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Telfair,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Terrell,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Thomas,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Tift,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Toombs,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Towns,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Treutlen,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Troup,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Turner,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Twiggs,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Union,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Upson,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Walker,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Walton,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Ware,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Warren,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Washington,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Wayne,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Webster,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Wheeler,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,White,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Whitfield,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Wilcox,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Wilkes,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Wilkinson,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
GA,Worth,17.4,15.7,13,-1.7,-2.7,decr,16.9,16.6,14,10
HI,Hawaii,13.8,12.3,7.4,-1.5,-4.9,decr,13.1,12.9,8.7,8.4
HI,Honolulu,13.8,12.3,7.4,-1.5,-4.9,decr,13.1,12.9,8.7,8.4
HI,Kalawao,13.8,12.3,7.4,-1.5,-4.9,decr,13.1,12.9,8.7,8.4
HI,Kauai,13.8,12.3,7.4,-1.5,-4.9,decr,13.1,12.9,8.7,8.4
HI,Maui,13.8,12.3,7.4,-1.5,-4.9,decr,13.1,12.9,8.7,8.4
ID,Ada,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Adams,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Bannock,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Bear Lake,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Benewah,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Bingham,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Blaine,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Boise,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Bonner,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Bonneville,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Boundary,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Butte,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Camas,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Canyon,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Caribou,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Cassia,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Clark,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Clearwater,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Custer,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Elmore,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Franklin,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Fremont,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Gem,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Gooding,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Idaho,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Jefferson,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Jerome,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Kootenai,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Latah,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Lemhi,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Lewis,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Lincoln,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Madison,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Minidoka,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Nez Perce,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Oneida,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
ID,Owyhee,13.7,11.4,10.5,-2.3,-0.9,decr,12.4,15.1,12.1,9.6
